well_id,timestamp,split,score,tranad_recon
129л,2025-12-01 15:12:00,test,0.0,0.0
129л,2025-12-01 15:14:00,test,0.0,0.0
129л,2025-12-01 15:16:00,test,0.0,0.0
129л,2025-12-01 15:18:00,test,0.0,0.0
129л,2025-12-01 15:20:00,test,0.0,0.0
129л,2025-12-01 15:22:00,test,0.0,0.0
129л,2025-12-01 15:24:00,test,0.0,0.0
129л,2025-12-01 15:26:00,test,0.0,0.0
129л,2025-12-01 15:28:00,test,0.0,0.0
129л,2025-12-01 15:30:00,test,0.0,0.0
129л,2025-12-01 15:32:00,test,0.0,0.0
129л,2025-12-01 15:34:00,test,0.0,0.0
129л,2025-12-01 15:36:00,test,0.0,0.0
129л,2025-12-01 15:38:00,test,0.0,0.0
129л,2025-12-01 15:40:00,test,0.0,0.0
129л,2025-12-01 15:42:00,test,0.0,0.0
129л,2025-12-01 15:44:00,test,0.0,0.0
129л,2025-12-01 15:46:00,test,0.0,0.0
129л,2025-12-01 15:48:00,test,0.0,0.0
129л,2025-12-01 15:50:00,test,0.0,0.0
129л,2025-12-01 15:52:00,test,0.0,0.0
129л,2025-12-01 15:54:00,test,0.0,0.0
129л,2025-12-01 15:56:00,test,0.0,0.0
129л,2025-12-01 15:58:00,test,0.0,0.0
129л,2025-12-01 16:00:00,test,0.0,0.0
129л,2025-12-01 16:02:00,test,0.0,0.0
129л,2025-12-01 16:04:00,test,0.0,0.0
129л,2025-12-01 16:06:00,test,0.0,0.0
129л,2025-12-01 16:08:00,test,0.0,0.0
129л,2025-12-01 16:10:00,test,0.0,0.0
129л,2025-12-01 16:12:00,test,0.0,0.0
129л,2025-12-01 16:14:00,test,0.0,0.0
129л,2025-12-01 16:16:00,test,0.7040771842002869,0.7040771842002869
129л,2025-12-01 16:18:00,test,0.6536708474159241,0.6536708474159241
129л,2025-12-01 16:20:00,test,0.7063738703727722,0.7063738703727722
129л,2025-12-01 16:22:00,test,0.640206515789032,0.640206515789032
129л,2025-12-01 16:24:00,test,0.6432070732116699,0.6432070732116699
129л,2025-12-01 16:26:00,test,0.6315774321556091,0.6315774321556091
129л,2025-12-01 16:28:00,test,0.6177452206611633,0.6177452206611633
129л,2025-12-01 16:30:00,test,0.6302763223648071,0.6302763223648071
129л,2025-12-01 16:32:00,test,0.5139243006706238,0.5139243006706238
129л,2025-12-01 16:34:00,test,0.520164966583252,0.520164966583252
129л,2025-12-01 16:36:00,test,0.5088874697685242,0.5088874697685242
129л,2025-12-01 16:38:00,test,0.4519144594669342,0.4519144594669342
129л,2025-12-01 16:40:00,test,0.46552667021751404,0.46552667021751404
129л,2025-12-01 16:42:00,test,0.4865979850292206,0.4865979850292206
129л,2025-12-01 16:44:00,test,0.5952205061912537,0.5952205061912537
129л,2025-12-01 16:46:00,test,0.5387779474258423,0.5387779474258423
